iter	RMSE
126	236.3284204
127	235.6199135
128	234.9857416
129	234.0894579
130	233.0559652
131	232.8460798
132	232.2293934
133	231.1353861
134	230.4408369
135	229.8524969
136	229.4069077
137	228.3614914
138	227.0665403
139	226.3137606
140	226.2651493
141	225.6194574
142	225.1667873
143	225.0016605
144	224.1810444
145	223.5632369
146	222.7842635
147	222.5708801
148	222.2943805
149	221.2591065
150	221.185795
151	220.7097411
152	220.1817445
153	219.5956037
154	219.5433729
155	218.8709154
156	218.8279389
157	218.7617218
158	218.004715
159	217.8944252
160	217.5597191
161	216.8125784
162	216.4181835
163	215.8336101
164	215.2033428
165	214.0916273
166	213.3498329
167	212.4773423
168	212.4180093
169	211.8095653
170	211.659594
171	211.0479885
172	210.6317817
173	209.6390481
174	209.0925612
175	209.0567544
176	209.0146503
177	208.2346106
178	207.8787721
179	207.793106
180	207.2820497
181	206.353276
182	205.4237233
183	204.917618
184	204.2596317
185	204.0162395
186	203.5249504
187	203.0095303
188	202.6318991
189	202.0606207
190	201.1685123
191	200.9185711
192	200.2959172
193	199.6754145
194	199.3684941
195	199.3335325
196	198.9580639
197	198.5206603
198	198.2849646
199	198.2538382
200	197.7866383
201	197.7537753
202	196.940165
203	196.8280132
204	196.4949627
205	195.7119422
206	195.5416207
207	195.3860152
208	194.9881129
209	194.5378928
210	194.3183663
211	193.9021571
212	193.5128075
213	193.2039092
214	193.1734529
215	192.535623
216	192.3638247
217	191.9445218
218	191.6318509
219	191.4583503
220	190.8279918
221	190.7993835
222	190.3483973
223	190.0085291
224	189.9895589
225	189.5917399
226	188.9238499
227	188.6926187
228	188.313042
229	187.9850111
230	187.7621852
231	186.9967157
232	186.4659719
233	186.1684224
234	185.596591
235	185.4408698
236	185.2305424
237	185.0547658
238	184.5346883
239	184.3856045
240	183.8168106
241	183.3320686
242	183.0890289
243	182.7674558
244	182.7412021
245	182.4292211
246	181.9177639
247	181.6413056
248	181.3786687
249	181.0222691
250	180.882031
251	180.3019139
252	180.2758599
253	180.2539957
254	180.2040492
255	180.0723831
256	179.7905239
257	179.5629421
258	179.020682
259	178.644912
260	178.3680628
261	177.9876508
262	177.7008506
263	177.5946459
264	177.5622689
265	177.42626
266	177.123227
267	176.6107515
268	176.4072642
269	175.721177
270	175.4531219
271	175.1465988
272	175.123966
273	174.8973407
274	174.6848012
275	174.4176363
276	174.2196246
277	174.0982476
278	173.7213144
279	173.156957
280	173.1176859
281	173.0232393
282	172.8311045
283	172.6221427
284	172.4943931
285	172.2797503
286	171.8513279
287	171.4538494
288	171.2214546
289	171.0080869
290	170.9868309
291	170.8803151
292	170.7685749
293	170.5487945
294	170.233947
295	170.219242
296	169.9765016
297	169.5190508
298	169.3770117
299	169.1826539
300	169.0127312
301	168.9771791
302	168.7226243
303	168.4515046
304	168.0976272
305	168.0800063
306	167.5906666
307	167.1292851
308	166.7143821
309	166.6943541
310	166.5435214
311	166.4656111
312	166.1674172
313	166.1062479
314	165.9439731
315	165.5419348
316	165.1471819
317	164.9007702
318	164.7156968
319	164.5055041
320	164.2092121
321	163.7920857
322	163.5499499
323	163.4416829
324	163.0152324
325	162.9526483
326	162.8599043
327	162.6369825
328	162.3673608
329	162.1888619
330	161.8137704
331	161.5272747
332	161.2296151
333	160.7114265
334	160.5305885
335	160.4137019
336	160.2118179
337	160.0356072
338	159.3698895
339	159.1951863
340	159.1773184
341	158.6261472
342	158.591729
343	158.1017558
344	157.9852801
345	157.8243638
346	157.3993451
347	157.0746789
348	156.7671218
349	156.7504351
350	156.5735431
351	156.4802804
352	156.0954634
353	155.9443392
354	155.713534
355	155.6974162
356	155.506004
357	155.2467375
358	155.0234411
359	154.6544484
360	154.6268511
361	154.6149935
362	154.486478
363	154.1577802
364	153.842977
365	153.7058595
366	153.4340461
367	153.270829
368	153.0546169
369	152.7190507
370	152.4229409
371	152.060832
372	151.740117
373	151.348459
374	151.1688894
375	151.0574813
376	150.8279947
377	150.4797895
378	150.3687349
379	150.239001
380	150.1055063
381	150.0432528
382	150.03199
383	149.7252969
384	149.3944491
385	149.2368634
386	149.0804576
387	149.0663919
388	148.9329246
389	148.869491
390	148.6647535
391	148.6104301
392	148.4852926
393	148.2030501
394	148.0052133
395	147.9479022
396	147.7352891
397	147.6900544
398	147.4884913
399	147.3577839
400	147.1191731
401	146.7678743
402	146.4481628
403	146.3092827
404	146.2329203
405	146.0815473
406	145.999711
407	145.8314192
408	145.791922
409	145.6160872
410	145.3298434
411	145.1556498
412	144.9870421
413	144.6274034
414	144.57203
415	144.2983255
416	144.260996
417	144.2124315
418	144.0287339
419	143.99582
420	143.6700856
421	143.4553839
422	143.3358684
423	143.2991733
424	143.1856325
425	143.0926152
426	142.9398945
427	142.5961063
428	142.4720967
429	142.3939948
430	142.1415757
431	141.9143534
432	141.8387481
433	141.5857273
434	141.2874915
435	141.1706127
436	140.9858993
437	140.7044554
438	140.5070692
439	140.3607323
440	140.0082963
441	139.7759726
442	139.4991737
443	139.2709423
444	139.185112
445	139.0571917
446	138.7945507
447	138.726776
448	138.4520716
449	138.2855076
450	138.2740579
451	138.2551881
452	138.146427
453	137.8920147
454	137.5221762
455	137.1997525
456	136.9723846
457	136.7824968
458	136.3988042
459	136.1634663
460	136.037027
461	135.847233
462	135.6558694
463	135.4269975
464	135.3159911
465	134.9864354
466	134.8990323
467	134.7561668
468	134.6274686
469	134.4152857
470	134.1877307
471	134.0546882
472	133.7222673
473	133.5731223
474	133.4581401
475	133.2298189
476	133.1093074
477	132.9502158
478	132.800222
479	132.7800608
480	132.616557
481	132.5136737
482	132.3413707
483	132.2210903
484	131.989981
485	131.8909506
486	131.6538979
487	131.5214327
488	131.2344576
489	131.2024544
490	131.1974268
491	130.9179473
492	130.7206067
493	130.6162567
494	130.3575277
495	130.2469245
496	130.0320885
497	129.9394197
498	129.7955506
499	129.6155327
500	129.5270537
501	129.2229977
502	129.0642943
503	128.8916183
504	128.7926759
505	128.6372288
506	128.544655
507	128.4328376
508	128.2511562
509	127.9402449
510	127.7981615
511	127.6656864
512	127.5718963
513	127.4969423
514	127.4748544
515	127.398291
516	127.3654
517	127.2209465
518	127.0916163
519	126.9282118
520	126.920941
521	126.8470523
522	126.7483106
523	126.3786428
524	126.3450251
525	126.3075393
526	126.1013226
527	126.094836
528	126.000086
529	125.9027922
530	125.7063446
531	125.5988764
532	125.4042846
533	125.3145077
534	125.2921104
535	125.182315
536	125.0963166
537	124.9748796
538	124.7699096
539	124.6007656
540	124.4751953
541	124.2197623
542	124.1647337
543	123.9962722
544	123.7507234
545	123.5834675
546	123.5485725
547	123.3739183
548	123.2230539
549	123.0862652
550	122.9626942
551	122.7761215
552	122.5901316
553	122.3791263
554	122.2562148
555	122.1378559
556	121.9070569
557	121.8552175
558	121.774453
559	121.6957683
560	121.6918741
561	121.5348669
562	121.4796306
563	121.2667818
564	121.0677606
565	120.9183308
566	120.7362286
567	120.732406
568	120.460025
569	120.4404207
570	120.4346593
571	120.2002771
572	120.0768335
573	119.961616
574	119.8421695
575	119.8366356
576	119.7633745
577	119.7599589
578	119.6551393
579	119.651656
580	119.5789767
581	119.413754
582	119.4106524
583	119.4076725
584	119.2745574
585	119.0449036
586	118.9126765
587	118.8178044
588	118.6813351
589	118.5713864
590	118.416
591	118.3381598
592	118.2765009
593	118.1163298
594	118.0193504
595	117.9516613
596	117.8715386
597	117.8213088
598	117.6595836
599	117.6568172
600	117.5657103
601	117.481447
602	117.262099
603	117.2493889
604	117.1442585
605	117.0770694
606	116.9620031
607	116.8198711
608	116.7556406
609	116.6146426
610	116.4142341
611	116.2095107
612	116.0686132
613	115.8808024
614	115.75051
615	115.6414747
616	115.5298647
617	115.394127
618	115.206928
619	115.0303546
620	114.8844649
621	114.8115531
622	114.6750409
623	114.571672
624	114.4906733
625	114.3356922
626	114.2429873
627	114.1588207
628	113.9599467
629	113.8889405
630	113.7617894
631	113.6486074
632	113.4135919
633	113.3929961
634	113.3588561
635	113.2477397
636	113.1777685
637	113.0651867
638	112.8871587
639	112.6825973
640	112.6326931
641	112.6020509
642	112.5020469
643	112.4948362
644	112.398191
645	112.3229113
646	112.1323471
647	111.9351797
648	111.9327788
649	111.8613715
650	111.858925
651	111.8202241
652	111.8164679
653	111.6175948
654	111.4416809
655	111.2858811
656	111.1035746
657	111.0625918
658	110.9594829
659	110.7013611
660	110.6053293
661	110.5104186
662	110.4578308
663	110.3230332
664	110.2785554
665	110.1434051
666	110.0818768
667	110.0797351
668	110.0776964
669	109.8869373
670	109.828987
671	109.8250406
672	109.6900406
673	109.6673852
674	109.49624
675	109.4459319
676	109.3917302
677	109.2411302
678	109.157689
679	109.0478034
680	108.8764698
681	108.7661506
682	108.6443058
683	108.5148247
684	108.4571168
685	108.3872444
686	108.3017424
687	108.1855932
688	108.1052952
689	107.9874229
690	107.8975189
691	107.7987334
692	107.7048436
693	107.6058682
694	107.5484364
695	107.4048482
696	107.2542735
697	107.2014282
698	107.1997635
699	107.0444804
700	106.9408512
701	106.7928732
702	106.6668512
703	106.655129
704	106.5556425
705	106.4341361
706	106.3702066
707	106.248481
708	105.9963291
709	105.8367123
710	105.6911993
711	105.5510382
712	105.3246453
713	105.262941
714	105.1196017
715	105.0306396
716	104.9090957
717	104.7944539
718	104.7926529
719	104.7075056
720	104.6764084
721	104.5705875
722	104.4842188
723	104.426559
724	104.3047875
725	104.1841627
726	104.1412493
727	104.0810946
728	103.9540462
729	103.8646827
730	103.8629379
731	103.8251925
732	103.7078371
733	103.5828862
734	103.4399019
735	103.3933403
736	103.3104817
737	103.208373
738	103.1650708
739	103.0826629
740	103.0809854
741	103.0357837
742	102.950192
743	102.8952378
744	102.7820613
745	102.7611865
746	102.6793899
747	102.591299
748	102.5096017
749	102.4227564
750	102.3436376
751	102.2329043
752	102.1152645
753	102.0321856
754	101.9480752
755	101.8748191
756	101.7790903
757	101.77705
758	101.7551694
759	101.5995227
760	101.581999
761	101.552404
762	101.4451249
763	101.4094214
764	101.300867
765	101.1899396
766	101.1405946
767	101.0564404
768	100.8311916
769	100.5978245
770	100.4946154
771	100.4778132
772	100.3200693
773	100.3182463
774	100.2939893
775	100.2323815
776	100.2144084
777	100.1787467
778	100.1383842
779	100.0567142
780	99.93851723
781	99.90101196
782	99.82498205
783	99.82284502
784	99.64178405
785	99.62659382
786	99.52699783
787	99.42805614
788	99.34295275
789	99.20674773
790	99.18292322
791	99.1708437
792	99.14198987
793	99.14026102
794	99.07116519
795	98.95589677
796	98.92210162
797	98.92045066
798	98.86772774
799	98.83572051
800	98.71804141
801	98.57949632
802	98.53498277
803	98.47874439
804	98.45490482
805	98.38613626
806	98.25449214
807	98.24273361
808	98.19610639
809	98.14219007
810	98.12931887
811	98.07054309
812	98.00828326
813	98.00692359
814	97.89171227
815	97.78705244
816	97.69423128
817	97.62373749
818	97.52384454
819	97.42848379
820	97.3277773
821	97.19778073
822	97.1270846
823	97.04435351
824	96.99047982
825	96.92271335
826	96.89987012
827	96.82223313
828	96.75127933
829	96.65757945
830	96.63364059
831	96.59945048
832	96.57046783
833	96.45676904
834	96.45565547
835	96.3147947
836	96.26329559
837	96.26099766
838	96.17203557
839	96.09960019
840	96.0978462
841	96.01721628
842	95.92125717
843	95.87673133
844	95.76168995
845	95.7602341
846	95.71017297
847	95.58900824
848	95.58811325
849	95.5327111
850	95.47193964
851	95.4057559
852	95.38712553
853	95.2717175
854	95.18415216
855	95.04330434
856	95.00059262
857	94.9991496
858	94.95761454
859	94.84540542
860	94.81701791
861	94.72815953
862	94.67718203
863	94.59294271
864	94.54475892
865	94.5188233
866	94.46251744
867	94.40854814
868	94.3623999
869	94.34660607
870	94.2625675
871	94.16196073
872	94.0603598
873	93.98497526
874	93.79155801
875	93.75866506
876	93.73318231
877	93.69288693
878	93.65744535
879	93.51439504
880	93.50736051
881	93.4132277
882	93.41219371
883	93.347931
884	93.31742144
885	93.24419056
886	93.18706892
887	93.12118082
888	93.07306853
889	93.00196239
890	92.8933137
891	92.74679216
892	92.7050652
893	92.59895572
894	92.59019347
895	92.5181469
896	92.45227544
897	92.35238455
898	92.30543404
899	92.24039797
